timestamp,value,frequency_label,male_action_label
30570,24,B,F
30580,27,B,F
30590,15,AB,L
30600,32,B,F
30610,22,B,F
30620,23,B,F
30630,43,G,W
30640,52,G,W
30650,44,G,W
30660,51,G,W
30670,34,G,W
30680,31,B,F
30690,36,G,W
30700,22,B,F
30710,30,B,F
30720,49,G,W
30730,4,T,R
30740,4,T,R
30750,33,B,F
30760,17,AB,L
30770,6,TA,L
30780,27,B,F
30790,17,AB,L
30800,2,D,W
30810,11,AB,L
30820,13,AB,L
30830,43,G,W
30840,23,B,F
30850,34,G,W
30860,8,TA,L
30870,25,B,F
30880,32,B,F
30890,5,T,R
30900,25,B,F
30910,49,G,W
30920,36,G,W
30930,1,D,W
30940,27,B,F
30950,3,D,W
30960,53,G,W
30970,19,AB,L
30980,11,AB,L
30990,7,TA,L
31000,30,B,F
31010,59,G,W
31020,53,G,W
31030,1,D,W
31040,42,G,W
31050,28,B,F
31060,43,G,W
31070,10,TA,
31080,46,G,W
31090,57,G,W
31100,35,G,W
31110,32,B,F
31120,16,AB,L
31130,15,AB,L
31140,26,B,F
31150,48,G,W
31160,30,B,F
31170,5,T,R
31180,50,G,W
31190,37,G,W
31200,41,G,W
31210,48,G,W
31220,35,G,W
31230,1,D,W
31240,52,G,W
31250,38,G,W
31260,34,G,W
31270,20,AB,
31280,34,G,W
31290,42,G,W
31300,46,G,W
31310,33,B,F
31320,47,G,W
31330,34,G,W
31340,19,AB,
31350,34,G,W
31360,18,AB,
31370,0,D,W
31380,44,G,W
31390,34,G,W
31400,59,G,W
31410,15,AB,L
31420,33,B,F
31430,15,AB,L
31440,29,B,F
31450,9,TA,L
31460,52,G,W
31470,57,G,W
31480,12,AB,
31490,2,D,W
31500,0,D,W
31510,11,AB,L
31520,18,AB,L
31530,46,G,W
31540,1,D,W
31550,24,B,F
31560,60,G,W
31570,11,AB,
31580,56,G,W
31590,28,B,F
31600,56,G,W
31610,59,G,W
31620,46,G,W
31630,7,TA,
31640,54,G,W
31650,39,G,W
31660,18,AB,L
31670,33,B,F
31680,47,G,W
31690,45,G,W
31700,60,G,W
31710,19,AB,L
31720,19,AB,L
31730,46,G,W
31740,48,G,W
31750,46,G,W
31760,17,AB,L
31770,12,AB,L
31780,4,T,
31790,41,G,W
31800,58,G,W
31810,14,AB,L
31820,17,AB,L
31830,23,B,F
31840,7,TA,L
31850,17,AB,L
31860,47,G,W
31870,41,G,W
31880,4,T,
31890,11,AB,L
31900,19,AB,L
31910,8,TA,L
31920,17,AB,L
31930,59,G,W
31940,59,G,W
31950,27,B,F
31960,50,G,W
31970,44,G,W
31980,19,AB,L
31990,14,AB,L
32000,37,G,W
32010,28,B,F
32020,11,AB,L
32030,59,G,W
32040,9,TA,
32050,57,G,W
32060,12,AB,
32070,34,G,W
32080,48,G,W
32090,21,B,F
32100,33,B,F
32110,55,G,W
32120,48,G,W
32130,6,TA,L
32140,26,B,F
32150,17,AB,L
32160,55,G,W
32170,23,B,F
32180,34,G,W
32190,13,AB,L
32200,22,B,F
32210,2,D,W
32220,3,D,W
32230,6,TA,L
32240,23,B,F
32250,16,AB,L
32260,36,G,W
32270,19,AB,
32280,39,G,W
32290,22,B,F
32300,34,G,W
32310,15,AB,
32320,45,G,W
32330,3,D,W
32340,51,G,W
32350,24,B,F
32360,58,G,W
32370,56,G,W
32380,40,G,W
32390,37,G,W
32400,44,G,W
32410,24,B,F
32420,55,G,W
32430,17,AB,
32440,51,G,W
32450,12,AB,L
32460,10,TA,L
32470,30,B,F
32480,46,G,W
32490,55,G,W
32500,7,TA,
32510,34,G,W
32520,9,TA,L
32530,9,TA,L
32540,5,T,R
32550,36,G,W
32560,34,G,W
32570,57,G,W
32580,52,G,W
32590,15,AB,L
32600,17,AB,L
32610,29,B,F
32620,40,G,W
32630,17,AB,
32640,49,G,W
32650,0,D,W
32660,0,D,W
32670,45,G,W
32680,32,B,F
32690,36,G,W
32700,15,AB,
32710,60,G,W
32720,16,AB,L
32730,22,B,F
32740,30,B,F
32750,19,AB,L
32760,34,G,W
32770,49,G,W
32780,30,B,F
32790,54,G,W
32800,32,B,F
32810,19,AB,L
32820,32,B,F
32830,59,G,W
32840,56,G,W
32850,28,B,F
32860,46,G,W
32870,19,AB,L
32880,27,B,F
32890,5,T,R
32900,40,G,W
32910,1,D,W
32920,1,D,W
32930,58,G,W
32940,18,AB,L
32950,31,B,F
32960,12,AB,L
32970,37,G,W
32980,13,AB,
32990,42,G,W
33000,26,B,F
33010,37,G,W
33020,9,TA,L
33030,7,TA,L
33040,30,B,F
33050,49,G,W
33060,37,G,W
33070,28,B,F
33080,49,G,W
33090,0,D,W
33100,21,B,F
33110,2,D,W
33120,46,G,W
33130,58,G,W
33140,46,G,W
33150,17,AB,L
33160,32,B,F
33170,57,G,W
33180,3,D,W
33190,42,G,W
33200,31,B,F
33210,48,G,W
33220,47,G,W
33230,49,G,W
33240,18,AB,
33250,36,G,W
33260,6,TA,L
33270,6,TA,L
33280,4,T,R
33290,10,TA,L
33300,31,B,F
33310,11,AB,L
33320,20,AB,L
33330,38,G,W
33340,39,G,W
33350,14,AB,L
33360,15,AB,L
33370,16,AB,L
33380,13,AB,L
33390,49,G,W
33400,3,D,W
33410,17,AB,L
33420,21,B,F
33430,19,AB,L
33440,39,G,W
33450,1,D,W
33460,8,TA,
33470,54,G,W
33480,22,B,F
33490,3,D,W
33500,48,G,W
33510,50,G,W
33520,13,AB,
33530,48,G,W
33540,60,G,W
33550,36,G,W
33560,42,G,W
33570,43,G,W
33580,40,G,W
33590,54,G,W
33600,16,AB,
33610,35,G,W
33620,30,B,F
33630,7,TA,L
33640,28,B,F
33650,32,B,F
33660,40,G,W
33670,39,G,W
33680,4,T,R
33690,27,B,F
33700,29,B,F
33710,50,G,W
33720,44,G,W
33730,22,B,F
33740,58,G,W
33750,47,G,W
33760,37,G,W
33770,32,B,F
33780,51,G,W
33790,12,AB,
33800,50,G,W
33810,41,G,W
33820,54,G,W
33830,10,TA,
33840,40,G,W
33850,33,B,F
33860,36,G,W
33870,4,T,R
33880,28,B,F
33890,44,G,W
33900,54,G,W
33910,0,D,W
33920,40,G,W
33930,24,B,F
33940,52,G,W
33950,58,G,W
33960,59,G,W
33970,30,B,F
33980,31,B,F
33990,54,G,W
34000,26,B,F
34010,59,G,W
34020,14,AB,
34030,51,G,W
34040,1,D,W
34050,16,AB,
34060,56,G,W
34070,55,G,W
34080,38,G,W
34090,40,G,W
34100,55,G,W
34110,60,G,W
34120,44,G,W
34130,38,G,W
34140,44,G,W
34150,3,D,W
34160,40,G,W
34170,19,AB,L
34180,29,B,F
34190,37,G,W
34200,0,D,W
34210,9,TA,L
34220,17,AB,L
34230,34,G,W
34240,27,B,F
34250,7,TA,L
34260,18,AB,L
34270,56,G,W
34280,32,B,F
34290,36,G,W
34300,27,B,F
34310,3,D,W
34320,40,G,W
34330,52,G,W
34340,53,G,W
34350,14,AB,L
34360,17,AB,L
34370,35,G,W
34380,45,G,W
34390,19,AB,
34400,40,G,W
34410,6,TA,L
34420,8,TA,L
34430,14,AB,L
34440,51,G,W
34450,50,G,W
34460,28,B,F
34470,41,G,W
34480,15,AB,L
34490,9,TA,L
34500,47,G,W
34510,9,TA,
34520,36,G,W
34530,54,G,W
34540,9,TA,L
34550,19,AB,L
34560,44,G,W
34570,43,G,W
34580,28,B,F
34590,48,G,W
34600,22,B,F
34610,34,G,W
34620,55,G,W
34630,5,T,
34640,18,AB,L
34650,60,G,W
34660,48,G,W
34670,46,G,W
34680,40,G,W
34690,1,D,W
34700,5,T,R
34710,6,TA,L
34720,31,B,F
34730,51,G,W
34740,1,D,W
34750,39,G,W
34760,49,G,W
34770,10,TA,L
34780,31,B,F
34790,8,TA,L
34800,6,TA,L
34810,39,G,W
34820,47,G,W
34830,33,B,F
34840,25,B,F
34850,16,AB,L
34860,48,G,W
34870,38,G,W
34880,43,G,W
34890,24,B,F
34900,31,B,F
34910,32,B,F
34920,44,G,W
34930,47,G,W
34940,16,AB,
34950,46,G,W
34960,43,G,W
34970,33,B,F
34980,7,TA,L
34990,24,B,F
35000,25,B,F
35010,25,B,F
35020,40,G,W
35030,23,B,F
35040,25,B,F
35050,56,G,W
35060,1,D,W
35070,50,G,W
35080,0,D,W
35090,38,G,W
35100,25,B,F
35110,16,AB,L
35120,48,G,W
35130,41,G,W
35140,31,B,F
35150,50,G,W
35160,28,B,F
35170,20,AB,L
35180,42,G,W
35190,60,G,W
35200,27,B,F
35210,15,AB,L
35220,12,AB,L
35230,19,AB,L
35240,40,G,W
35250,8,TA,L
35260,11,AB,L
35270,60,G,W
35280,8,TA,
35290,53,G,W
35300,35,G,W
35310,15,AB,L
35320,4,T,R
35330,6,TA,L
35340,60,G,W
35350,53,G,W
35360,7,TA,
35370,34,G,W
35380,21,B,F
35390,45,G,W
35400,30,B,F
35410,13,AB,L
35420,21,B,F
35430,37,G,W
35440,25,B,F
35450,3,D,W
35460,15,AB,L
35470,21,B,F
35480,58,G,W
35490,1,D,W
35500,38,G,W
35510,13,AB,L
35520,23,B,F
35530,42,G,W
35540,46,G,W
35550,28,B,F
35560,22,B,F
35570,1,D,W
35580,15,AB,
35590,55,G,W
35600,57,G,W
35610,37,G,W
35620,60,G,W
35630,36,G,W
35640,36,G,W
35650,51,G,W
35660,44,G,W
35670,26,B,F
35680,42,G,W
35690,2,D,W
35700,21,B,F
35710,4,T,R
35720,55,G,W
35730,17,AB,
35740,47,G,W
35750,19,AB,
35760,1,D,W
35770,4,T,
35780,54,G,W
35790,31,B,F
35800,26,B,F
35810,12,AB,L
35820,13,AB,L
35830,24,B,F
35840,48,G,W
35850,52,G,W
35860,23,B,F
35870,8,TA,L
35880,46,G,W
35890,54,G,W
35900,2,D,W
35910,23,B,F
35920,45,G,W
35930,57,G,W
35940,18,AB,
35950,34,G,W
35960,39,G,W
35970,18,AB,L
35980,15,AB,L
35990,39,G,W
36000,15,AB,L
36010,15,AB,L
36020,43,G,W
36030,59,G,W
36040,8,TA,L
36050,8,TA,L
36060,60,G,W
36070,50,G,W
36080,35,G,W
36090,4,T,R
36100,27,B,F
36110,48,G,W
36120,0,D,W
36130,17,AB,L
36140,7,TA,L
36150,42,G,W
36160,28,B,F
36170,2,D,W
36180,59,G,W
36190,32,B,F
36200,27,B,F
36210,2,D,W
36220,22,B,F
36230,8,TA,L
36240,47,G,W
36250,40,G,W
36260,1,D,W
36270,36,G,W
36280,18,AB,L
36290,27,B,F
36300,16,AB,L
36310,29,B,F
36320,16,AB,L
36330,25,B,F
36340,20,AB,L
36350,59,G,W
36360,41,G,W
36370,3,D,W
36380,0,D,W
36390,30,B,F
36400,39,G,W
36410,45,G,W
36420,40,G,W
36430,4,T,
36440,48,G,W
36450,51,G,W
36460,49,G,W
36470,38,G,W
36480,48,G,W
36490,41,G,W
36500,41,G,W
36510,60,G,W
36520,4,T,
36530,37,G,W
36540,0,D,W
36550,45,G,W
36560,49,G,W
36570,31,B,F
36580,17,AB,L
36590,34,G,W
36600,53,G,W
36610,14,AB,L
36620,25,B,F
36630,22,B,F
36640,22,B,F
36650,14,AB,L
36660,38,G,W
36670,2,D,W
36680,37,G,W
36690,11,AB,
36700,60,G,W
36710,40,G,W
36720,21,B,F
36730,39,G,W
36740,38,G,W
36750,23,B,F
36760,56,G,W
36770,21,B,F
36780,42,G,W
36790,41,G,W
36800,22,B,F
36810,24,B,F
36820,56,G,W
36830,59,G,W
36840,13,AB,L
36850,18,AB,L
36860,16,AB,L
36870,14,AB,L
36880,29,B,F
36890,51,G,W
36900,59,G,W
36910,43,G,W
36920,0,D,W
36930,45,G,W
36940,46,G,W
36950,6,TA,
36960,50,G,W
36970,31,B,F
36980,13,AB,L
36990,36,G,W
37000,52,G,W
37010,17,AB,L
37020,17,AB,L
37030,15,AB,L
37040,57,G,W
37050,19,AB,
37060,1,D,W
37070,41,G,W
37080,19,AB,L
37090,13,AB,L
37100,45,G,W
37110,14,AB,L
37120,30,B,F
37130,7,TA,L
37140,47,G,W
37150,5,T,
37160,37,G,W
37170,46,G,W
37180,25,B,F
37190,42,G,W
37200,29,B,F
37210,16,AB,L
37220,6,TA,L
37230,51,G,W
37240,6,TA,L
37250,30,B,F
37260,16,AB,L
37270,44,G,W
37280,17,AB,
37290,59,G,W
37300,18,AB,L
37310,30,B,F
37320,28,B,F
37330,55,G,W
37340,6,TA,
37350,3,D,W
37360,59,G,W
37370,38,G,W
37380,19,AB,L
37390,5,T,
37400,41,G,W
37410,13,AB,L
37420,14,AB,L
37430,27,B,F
37440,2,D,W
37450,24,B,F
37460,10,TA,L
37470,56,G,W
37480,36,G,W
37490,28,B,F
37500,40,G,W
37510,5,T,
37520,0,D,W
37530,33,B,F
37540,48,G,W
37550,30,B,F
37560,25,B,F
37570,49,G,W
37580,12,AB,
37590,58,G,W
37600,34,G,W
37610,46,G,W
37620,20,AB,L
37630,12,AB,L
37640,57,G,W
37650,30,B,F
37660,22,B,F
37670,33,B,F
37680,6,TA,L
37690,5,T,R
37700,48,G,W
37710,26,B,F
37720,25,B,F
37730,51,G,W
37740,35,G,W
37750,10,TA,L
37760,24,B,F
37770,51,G,W
37780,55,G,W
37790,6,TA,
37800,59,G,W
37810,14,AB,L
37820,14,AB,L
37830,29,B,F
37840,23,B,F
37850,47,G,W
37860,17,AB,L
37870,5,T,R
37880,24,B,F
37890,60,G,W
37900,15,AB,L
37910,14,AB,L
37920,33,B,F
37930,54,G,W
37940,29,B,F
37950,58,G,W
37960,36,G,W
37970,2,D,W
37980,13,AB,L
37990,24,B,F
38000,39,G,W
38010,24,B,F
38020,45,G,W
38030,33,B,F
38040,18,AB,L
38050,46,G,W
38060,11,AB,
38070,42,G,W
38080,58,G,W
38090,51,G,W
38100,59,G,W
38110,30,B,F
38120,2,D,W
38130,41,G,W
38140,24,B,F
38150,2,D,W
38160,23,B,F
38170,15,AB,L
38180,5,T,R
38190,22,B,F
38200,32,B,F
38210,21,B,F
38220,18,AB,L
38230,43,G,W
38240,60,G,W
38250,24,B,F
38260,13,AB,L
38270,35,G,W
38280,25,B,F
38290,17,AB,L
38300,49,G,W
38310,58,G,W
38320,10,TA,L
38330,15,AB,L
38340,8,TA,L
38350,35,G,W
38360,52,G,W
38370,57,G,W
38380,40,G,W
38390,59,G,W
38400,13,AB,L
38410,27,B,F
38420,32,B,F
38430,27,B,F
38440,12,AB,L
38450,42,G,W
38460,33,B,F
38470,23,B,F
38480,54,G,W
38490,40,G,W
38500,32,B,F
38510,44,G,W
38520,7,TA,L
38530,15,AB,L
38540,57,G,W
38550,23,B,F
38560,23,B,F
38570,12,AB,L
38580,16,AB,L
38590,2,D,W
38600,43,G,W
38610,4,T,
38620,48,G,W
38630,55,G,W
38640,25,B,F
38650,10,TA,L
38660,5,T,R
38670,52,G,W
38680,35,G,W
38690,47,G,W
38700,15,AB,L
38710,12,AB,L
38720,31,B,F
38730,43,G,W
38740,60,G,W
38750,18,AB,L
38760,19,AB,L
38770,46,G,W
38780,38,G,W
38790,35,G,W
38800,54,G,W
38810,39,G,W
38820,9,TA,
38830,40,G,W
38840,13,AB,L
38850,21,B,F
38860,6,TA,L
38870,39,G,W
38880,57,G,W
38890,0,D,W
38900,26,B,F
38910,45,G,W
38920,28,B,F
38930,54,G,W
38940,55,G,W
38950,47,G,W
38960,30,B,F
38970,21,B,F
38980,0,D,W
38990,15,AB,
39000,44,G,W
39010,1,D,W
39020,28,B,F
39030,56,G,W
39040,15,AB,L
39050,20,AB,L
39060,28,B,F
39070,51,G,W
39080,13,AB,L
39090,17,AB,L
39100,14,AB,L
39110,36,G,W
39120,40,G,W
39130,54,G,W
39140,12,AB,L
39150,33,B,F
39160,30,B,F
39170,14,AB,L
39180,23,B,F
39190,38,G,W
39200,14,AB,
39210,40,G,W
39220,59,G,W
39230,48,G,W
39240,22,B,F
39250,6,TA,L
39260,58,G,W
39270,33,B,F
39280,4,T,R
39290,41,G,W
39300,9,TA,L
39310,25,B,F
39320,51,G,W
39330,9,TA,
39340,1,D,W
39350,43,G,W
39360,31,B,F
39370,5,T,R
39380,11,AB,L
39390,6,TA,L
39400,56,G,W
39410,4,T,
39420,16,AB,L
39430,19,AB,L
39440,28,B,F
39450,41,G,W
39460,5,T,
39470,14,AB,L
39480,2,D,W
39490,6,TA,L
39500,31,B,F
39510,34,G,W
39520,19,AB,
39530,52,G,W
39540,39,G,W
39550,9,TA,
39560,48,G,W
39570,40,G,W
39580,10,TA,
39590,34,G,W
39600,21,B,F
39610,41,G,W
39620,57,G,W
39630,1,D,W
39640,41,G,W
39650,28,B,F
39660,11,AB,L
39670,52,G,W
39680,29,B,F
39690,18,AB,L
39700,19,AB,L
39710,23,B,F
39720,28,B,F
39730,27,B,F
39740,36,G,W
39750,44,G,W
39760,1,D,W
39770,60,G,W
39780,24,B,F
39790,49,G,W
39800,28,B,F
39810,29,B,F
39820,43,G,W
39830,39,G,W
39840,34,G,W
39850,56,G,W
39860,17,AB,
39870,56,G,W
39880,46,G,W
39890,36,G,W
39900,23,B,F
39910,29,B,F
39920,53,G,W
39930,50,G,W
39940,0,D,W
39950,58,G,W
39960,3,D,W
39970,26,B,F
39980,12,AB,L
39990,47,G,W
40000,8,TA,
40010,39,G,W
40020,32,B,F
40030,20,AB,L
40040,15,AB,L
40050,58,G,W
40060,11,AB,L
40070,30,B,F
40080,11,AB,L
40090,38,G,W
40100,43,G,W
40110,51,G,W
40120,60,G,W
40130,54,G,W
40140,5,T,
40150,52,G,W
40160,46,G,W
40170,40,G,W
40180,44,G,W
40190,36,G,W
40200,20,AB,L
40210,25,B,F
40220,60,G,W
40230,2,D,W
40240,53,G,W
40250,25,B,F
40260,39,G,W
40270,19,AB,L
40280,25,B,F
40290,26,B,F
40300,51,G,W
40310,57,G,W
40320,42,G,W
40330,17,AB,
40340,50,G,W
40350,30,B,F
40360,26,B,F
40370,31,B,F
40380,23,B,F
40390,52,G,W
40400,15,AB,
40410,39,G,W
40420,15,AB,
40430,47,G,W
40440,42,G,W
40450,15,AB,
40460,59,G,W
40470,6,TA,
40480,53,G,W
40490,19,AB,
40500,41,G,W
40510,58,G,W
40520,47,G,W
40530,22,B,F
40540,5,T,R
40550,21,B,F
40560,42,G,W
40570,18,AB,L
40580,13,AB,L
40590,32,B,F
40600,45,G,W
40610,59,G,W
40620,33,B,F
40630,54,G,W
40640,58,G,W
40650,57,G,W
40660,43,G,W
40670,19,AB,
40680,35,G,W
40690,37,G,W
40700,17,AB,L
40710,14,AB,L
40720,2,D,W
40730,3,D,W
40740,21,B,F
40750,43,G,W
40760,31,B,F
40770,36,G,W
40780,12,AB,
40790,2,D,W
40800,5,T,R
40810,10,TA,L
40820,51,G,W
40830,24,B,F
40840,54,G,W
40850,37,G,W
40860,40,G,W
40870,47,G,W
40880,10,TA,L
40890,26,B,F
40900,46,G,W
40910,0,D,W
40920,60,G,W
40930,16,AB,
40940,42,G,W
40950,39,G,W
40960,6,TA,
40970,50,G,W
40980,49,G,W
40990,33,B,F
41000,0,D,W
41010,25,B,F
41020,39,G,W
41030,12,AB,L
41040,21,B,F
41050,30,B,F
41060,18,AB,L
41070,29,B,F
41080,45,G,W
41090,3,D,W
41100,30,B,F
41110,43,G,W
41120,17,AB,
41130,45,G,W
41140,5,T,R
41150,10,TA,L
41160,24,B,F
41170,33,B,F
41180,27,B,F
41190,40,G,W
41200,47,G,W
41210,40,G,W
41220,0,D,W
41230,38,G,W
41240,1,D,W
41250,8,TA,
41260,44,G,W
41270,37,G,W
41280,39,G,W
41290,43,G,W
41300,55,G,W
41310,10,TA,
41320,36,G,W
41330,30,B,F
41340,17,AB,L
41350,38,G,W
41360,47,G,W
41370,4,T,
41380,2,D,W
41390,30,B,F
41400,31,B,F
41410,51,G,W
41420,23,B,F
41430,33,B,F
41440,44,G,W
41450,29,B,F
41460,32,B,F
41470,17,AB,L
41480,11,AB,L
41490,27,B,F
41500,47,G,W
41510,27,B,F
41520,13,AB,L
41530,16,AB,L
41540,42,G,W
41550,1,D,W
41560,2,D,W
41570,40,G,W
41580,46,G,W
41590,0,D,W
41600,35,G,W
41610,0,D,W
41620,17,AB,
41630,37,G,W
41640,19,AB,L
41650,27,B,F
41660,36,G,W
41670,18,AB,L
41680,7,TA,L
41690,9,TA,L
41700,36,G,W
41710,39,G,W
41720,17,AB,
41730,55,G,W
41740,3,D,W
41750,58,G,W
41760,51,G,W
41770,32,B,F
41780,36,G,W
41790,15,AB,
41800,52,G,W
41810,58,G,W
41820,60,G,W
41830,43,G,W
41840,54,G,W
41850,34,G,W
41860,57,G,W
41870,50,G,W
41880,40,G,W
41890,39,G,W
41900,39,G,W
41910,48,G,W
41920,10,TA,L
41930,17,AB,L
41940,53,G,W
41950,12,AB,L
41960,26,B,F
41970,45,G,W
41980,17,AB,
41990,43,G,W
42000,56,G,W
42010,22,B,F
42020,40,G,W
42030,33,B,F
42040,48,G,W
42050,59,G,W
42060,40,G,W
42070,14,AB,L
42080,6,TA,L
42090,5,T,R
42100,31,B,F
42110,49,G,W
42120,24,B,F
42130,43,G,W
42140,36,G,W
42150,19,AB,L
42160,26,B,F
42170,25,B,F
42180,32,B,F
42190,46,G,W
42200,1,D,W
42210,37,G,W
42220,30,B,F
42230,16,AB,L
42240,42,G,W
42250,40,G,W
42260,20,AB,
42270,56,G,W
42280,1,D,W
42290,43,G,W
42300,8,TA,
42310,42,G,W
42320,29,B,F
42330,27,B,F
42340,40,G,W
42350,31,B,F
42360,9,TA,L
42370,58,G,W
42380,51,G,W
42390,4,T,R
42400,6,TA,L
42410,56,G,W
42420,7,TA,L
42430,33,B,F
42440,53,G,W
42450,27,B,F
42460,16,AB,L
42470,39,G,W
42480,37,G,W
42490,60,G,W
42500,1,D,W
42510,48,G,W
42520,23,B,F
42530,17,AB,L
42540,19,AB,L
42550,34,G,W
42560,25,B,F
42570,12,AB,L
42580,47,G,W
42590,25,B,F
42600,46,G,W
42610,46,G,W
42620,26,B,F
42630,7,TA,L
42640,36,G,W
42650,60,G,W
42660,57,G,W
42670,21,B,F
42680,36,G,W
42690,59,G,W
42700,12,AB,
42710,52,G,W
42720,10,TA,
42730,58,G,W
42740,11,AB,
42750,38,G,W
42760,14,AB,L
42770,28,B,F
42780,2,D,W
42790,55,G,W
42800,46,G,W
42810,10,TA,L
42820,32,B,F
42830,49,G,W
42840,58,G,W
42850,40,G,W
42860,2,D,W
42870,54,G,W
42880,19,AB,L
42890,14,AB,L
42900,40,G,W
42910,39,G,W
42920,31,B,F
42930,4,T,R
42940,24,B,F
42950,13,AB,L
42960,11,AB,L
42970,45,G,W
42980,49,G,W
42990,9,TA,
43000,47,G,W
43010,42,G,W
43020,3,D,W
43030,36,G,W
43040,1,D,W
43050,13,AB,L
43060,23,B,F
43070,40,G,W
43080,49,G,W
43090,23,B,F
43100,55,G,W
43110,28,B,F
43120,39,G,W
43130,46,G,W
43140,40,G,W
43150,8,TA,
43160,59,G,W
43170,36,G,W
43180,13,AB,L
43190,23,B,F
43200,36,G,W
43210,30,B,F
43220,2,D,W
43230,3,D,W
43240,29,B,F
43250,29,B,F
43260,0,D,W
43270,55,G,W
43280,37,G,W
43290,44,G,W
43300,31,B,F
43310,35,G,W
43320,35,G,W
43330,56,G,W
43340,30,B,F
43350,60,G,W
43360,58,G,W
43370,30,B,F
43380,33,B,F
43390,26,B,F
43400,32,B,F
43410,41,G,W
43420,37,G,W
43430,6,TA,L
43440,4,T,R
43450,4,T,R
43460,60,G,W
43470,58,G,W
43480,30,B,F
43490,0,D,W
43500,44,G,W
43510,27,B,F
43520,20,AB,L
43530,25,B,F
43540,45,G,W
43550,1,D,W
43560,18,AB,L
43570,31,B,F
43580,47,G,W
43590,8,TA,
43600,48,G,W
43610,19,AB,L
43620,4,T,
43630,42,G,W
43640,18,AB,L
43650,21,B,F
43660,14,AB,L
43670,55,G,W
43680,39,G,W
43690,49,G,W
43700,40,G,W
43710,27,B,F
43720,9,TA,L
43730,16,AB,L
43740,4,T,
43750,41,G,W
43760,22,B,F
43770,19,AB,L
43780,58,G,W
43790,38,G,W
43800,8,TA,L
43810,6,TA,L
43820,55,G,W
43830,26,B,F
43840,26,B,F
43850,1,D,W
43860,7,TA,
43870,47,G,W
43880,38,G,W
43890,47,G,W
43900,13,AB,L
43910,17,AB,L
43920,21,B,F
43930,0,D,W
43940,35,G,W
43950,56,G,W
43960,1,D,W
43970,45,G,W
43980,14,AB,L
43990,31,B,F
44000,38,G,W
44010,51,G,W
44020,22,B,F
44030,55,G,W
44040,29,B,F
44050,17,AB,L
44060,29,B,F
44070,32,B,F
44080,8,TA,L
44090,7,TA,L
44100,28,B,F
44110,9,TA,L
44120,47,G,W
44130,17,AB,
44140,51,G,W
44150,29,B,F
44160,13,AB,L
44170,45,G,W
44180,21,B,F
44190,25,B,F
44200,25,B,F
44210,32,B,F
44220,50,G,W
44230,56,G,W
44240,0,D,W
44250,54,G,W
44260,48,G,W
44270,20,AB,
44280,52,G,W
44290,45,G,W
44300,18,AB,L
44310,25,B,F
44320,58,G,W
44330,15,AB,
44340,52,G,W
44350,1,D,W
44360,27,B,F
44370,18,AB,L
44380,3,D,W
44390,9,TA,L
44400,31,B,F
44410,57,G,W
44420,7,TA,
44430,39,G,W
44440,50,G,W
44450,10,TA,L
44460,21,B,F
44470,53,G,W
44480,0,D,W
44490,42,G,W
44500,10,TA,
44510,48,G,W
44520,21,B,F
44530,23,B,F
44540,55,G,W
44550,22,B,F
44560,1,D,W
44570,48,G,W
44580,31,B,F
44590,51,G,W
44600,46,G,W
44610,33,B,F
44620,5,T,R
44630,55,G,W
44640,21,B,F
44650,10,TA,L
44660,51,G,W
44670,15,AB,
44680,47,G,W
44690,43,G,W
44700,22,B,F
44710,56,G,W
44720,9,TA,L
44730,9,TA,L
44740,43,G,W
44750,39,G,W
44760,28,B,F
44770,14,AB,L
44780,11,AB,L
44790,3,D,W
44800,0,D,W
44810,2,D,W
44820,16,AB,L
44830,24,B,F
44840,30,B,F
44850,17,AB,L
44860,30,B,F
44870,8,TA,L
44880,15,AB,L
44890,1,D,W
44900,23,B,F
44910,39,G,W
44920,15,AB,L
44930,18,AB,L
44940,33,B,F
44950,38,G,W
44960,7,TA,L
44970,25,B,F
44980,41,G,W
44990,49,G,W
45000,12,AB,L
45010,8,TA,L
45020,9,TA,L
45030,36,G,W
45040,40,G,W
45050,34,G,W
45060,13,AB,
45070,56,G,W
45080,18,AB,
45090,51,G,W
45100,23,B,F
45110,38,G,W
45120,11,AB,L
45130,27,B,F
45140,26,B,F
45150,14,AB,L
45160,43,G,W
45170,11,AB,L
45180,5,T,
45190,47,G,W
45200,7,TA,L
45210,9,TA,L
45220,4,T,R
45230,22,B,F
45240,24,B,F
45250,59,G,W
45260,35,G,W
45270,8,TA,
45280,59,G,W
45290,59,G,W
45300,28,B,F
45310,40,G,W
45320,55,G,W
45330,49,G,W
45340,48,G,W
45350,13,AB,
45360,45,G,W
45370,33,B,F
45380,7,TA,L
45390,12,AB,L
45400,38,G,W
45410,53,G,W
45420,27,B,F
45430,57,G,W
45440,6,TA,
45450,39,G,W
45460,2,D,W
45470,36,G,W
45480,41,G,W
45490,14,AB,L
45500,16,AB,L
45510,3,D,W
45520,60,G,W
45530,59,G,W
45540,44,G,W
45550,59,G,W
45560,54,G,W
45570,14,AB,L
45580,11,AB,L
45590,39,G,W
45600,48,G,W
45610,35,G,W
45620,46,G,W
45630,44,G,W
45640,7,TA,L
45650,26,B,F
45660,5,T,R
45670,47,G,W
45680,17,AB,
45690,55,G,W
45700,57,G,W
45710,60,G,W
45720,33,B,F
45730,42,G,W
45740,29,B,F
45750,40,G,W
45760,5,T,R
45770,22,B,F
45780,59,G,W
45790,12,AB,L
